https://wiki.saude.gov.br/cnes/index.php/P%C3%A1gina_principal,,
https://wiki.saude.gov.br/cnes/index.php/Categoria:SCNES_Simplificado/_Instru%C3%A7%C3%B5es_para_preenchimento,,
https://basedosdados.org/dataset/br-ms-cnes?bdm_table=estabelecimento,,
http://tabnet.datasus.gov.br/cgi/cnes/Habilita%C3%A7%C3%B5es.htm,,
SGRUHAB,int8,Codigo do tipo de habilitação existente no estabelecimento
ALVARA,text,Número do alvará
ano_competen,text,Ano de competência da informação
AP01CV01,int8,"Atendimento prestado Internação/Convênio SUS, onde: 1-sim 0-não"
AP01CV02,int8,"Atendimento prestado Internação/Convênio Particular, onde: 1-sim 0-não"
AP01CV03,int8,"Atendimento prestado Internação/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP01CV04,int8,"Atendimento prestado Internação/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP01CV05,int8,"Atendimento prestado Internação/ Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP01CV06,int8,"Atendimento prestado Internação/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP02CV01,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio SUS, onde: 1-sim 0-não"
AP02CV02,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio Particular, onde: 1-sim 0-não"
AP02CV03,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP02CV04,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP02CV05,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP02CV06,int8,"Atendimento prestado Atendimento Ambulatorial/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP03CV01,int8,"Atendimento prestado SADT/ Convênio SUS, onde: 1-sim 0-não"
AP03CV02,int8,"Atendimento prestado SADT/ Convênio Particular, onde: 1-sim 0-não"
AP03CV03,int8,"Atendimento prestado SADT/ Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP03CV04,int8,"Atendimento prestado SADT/ Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP03CV05,int8,"Atendimento prestado SADT/ Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP03CV06,int8,"Atendimento prestado SADT/ Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP04CV01,int8,"Atendimento prestado Urgência/Convênio SUS, onde: 1-sim 0-não"
AP04CV02,int8,"Atendimento prestado Urgência/Convênio Particular, onde: 1-sim 0-não"
AP04CV03,int8,"Atendimento prestado Urgência/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP04CV04,int8,"Atendimento prestado Urgência/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP04CV05,int8,"Atendimento prestado Urgência/Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP04CV06,int8,"Atendimento prestado Urgência/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP05CV01,int8,"Atendimento prestado Outros/Convênio SUS,onde: 1-sim 0-não"
AP05CV02,int8,"Atendimento prestado Outros/Convênio Particular, onde: 1-sim 0-não"
AP05CV03,int8,"Atendimento prestado Outros/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP05CV04,int8,"Atendimento prestado Outros/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP05CV05,int8,"Atendimento prestado Outros/Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP05CV06,int8,"Atendimento prestado Outros/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP06CV01,int8,"Atendimento prestado Vigilância em Saúde/Convênio SUS, onde: 1-sim 0-não"
AP06CV02,int8,"Atendimento prestado Vigilância em Saúde/Convênio Particular, onde: 1-sim 0-não"
AP06CV03,int8,"Atendimento prestado Vigilância em Saúde/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP06CV04,int8,"Atendimento prestado Vigilância em Saúde/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP06CV05,int8,"Atendimento prestado Vigilância em Saúde/Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP06CV06,int8,"Atendimento prestado Vigilância em Saúde/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
AP07CV01,int8,"Atendimento prestado Regulação/Convênio SUS, onde: 1-sim 0-não"
AP07CV02,int8,"Atendimento prestado Regulação/Convênio Particular, onde: 1-sim 0-não"
AP07CV03,int8,"Atendimento prestado Regulação/Convênio Plano-Seguro Próprio, onde: 1-sim 0-não"
AP07CV04,int8,"Atendimento prestado RRegulação/Convênio Plano-Seguro Terceiro, onde: 1-sim 0-não"
AP07CV05,int8,"Atendimento prestado Regulação/Convênio Plano de Saúde Público, onde: 1-sim 0-não"
AP07CV06,int8,"Atendimento prestado Regulação/Convênio Plano de Saúde Privado, onde: 1-sim 0-não"
ATEND_PR,int8,"Indica a existência de algum atendimento prestado para este CNES, onde: 1-sim / 0-não"
ATENDAMB,int8,"Indica a existência de instalação física de ATENDIMENTO AMBULATORIAL para este CNES, onde: 1-sim 0-não"
ATENDHOS,int8,"Indica a existência de instalação física de ATENDIMENTO HOSPITALAR para este CNES, onde: 1-sim 0-não"
ATIVIDAD,text,Código da atividade de ensino/pesquisa: 01-Unidade Universitária; 02-Unidade Escola Superior Isolada; 03-Unidade Auxiliar de Ensino; 04-Unidade SEM atividade de Ensino; 05-Hospital de Ensino; 99-Atividade Ensino não informada
AV_ACRED,text,"Indica se o estabelecimento foi avaliado segundo o Manual de Acreditação Hospitalar do MS, onde: 1-Sim 2-Não"
AV_PNASS,text,"Indica se o estabelecimento foi avaliado segundo o Programa Nacional de Serviços de Saúde - PNASS, onde: 1-Sim 2-Não"
C_CORREN,text,Código da Conta Corrente do Estabelecimento
CENTRCIR,int8,"Indica a existência de instalação física de ATENDIMENTO HOSPITALAR - CENTRO CIRÚRGICO para este CNES, onde: 1-sim 0-não"
CENTRNEO,int8,"Indica a existência de instalação física de ATENDIMENTO HOSPITALAR - UNIDADE NEONATAL para este CNES, onde: 1-sim 0-não"
CENTROBS,int8,"Indica a existência de instalação física de ATENDIMENTO HOSPITALAR - CENTRO OBSTÉTRICO para este CNES, onde: 1-sim 0-não"
CLASAVAL,text,Classificação da avaliação do estabelecimento segundo o Manual de Acreditação Hospitalar do MS: 1-ACREDITADO NO NÍV.1; 2-ACREDITADO NO NÍV.2; 3-ACREDITADO NO NÍV.3; 0-NÃO ATENDEU AOS PADRÕES MÍNIMOS; 9-Nível Avaliação não informado
CLIENTEL,text,Código de FLUXO da clientela: 01-Atendimento de demanda espontânea; 02-Atendimento de demanda referenciada; 03-Atendimento de demanda espontânea e referenciada; 00-Fluxo de Clientela não exigido; 99-Fluxo de Clientela não informado
CNES,text,Número nacional do estabelecimento de saúde
CNPJ_MAN,text,CNPJ da mantenedora do estabelecimento.
CO_AGENC,text,Código da Agência do Estabelecimento
CO_BANCO,text,Código do Banco do Estabelecimento
COD_CEP,text,Código do CEP do estabelecimento
COD_IR,text,Indica o tipo de retenção de tributos da mantenedora: 10-Estabelecimento PUBLICO; 11-Estabelecimento FILANTROPICO; 12-Estabelecimento SEM FINS LUCRATIVOS; 13-Estabelecimento PRIVADO LUCRATIVA SIMPLES; 14-Estabelecimento PRIVADO LUCRATIVA; 15-Estabelecimento SINDICAL; 16-Estabelecimento PESSOA FISICA; 19-Estabelecimento Ret.Manten.código 19; IR-Estabelecimento Ret.Manten.código IR
CODUFMUN,int8,Código do município do estabelecimento: UF + MUNIC (sem dígito)
COLETRES,int8,"Indica a existência de alguma coleta de resíduo para este CNES, onde: 1-sim 0-não"
COMISS01,int8,"Existe comissão de ética médica, onde: 1-sim 0-não"
COMISS02,int8,"Existe comissão de ética de enfermagem, onde: 1-sim 0-não"
COMISS03,int8,"Existe comissão de farmácia e terapêutica, onde: 1-sim 0-não"
COMISS04,int8,"Existe comissão de controle de infecção hospitalar, onde: 1-sim 0-não"
COMISS05,int8,"Existe comissão de apropriação de custos, onde: 1-sim 0-não"
COMISS06,int8,"Existe comissão de CIPA, onde: 1-sim 0-não"
COMISS07,int8,"Existe comissão de revisão de prontuários, onde: 1-sim 0-não"
COMISS08,int8,"Existe comissão de revisão de documentação médica e estatística, onde: 1-sim 0-não"
COMISS09,int8,"Existe comissão de análise de óbitos e biópsias, onde: 1-sim 0-não"
COMISS10,int8,"Existe comissão de investigação epidemiológica, onde: 1-sim 0-não"
COMISS11,int8,"Existe comissão de notificação de doenças, onde: 1-sim 0-não"
COMISS12,int8,"Existe comissão de controle de zoonoses e vetores, onde: 1-sim 0-não"
COMISSAO,int8,"Indica a existência de alguma comissão para este CNES, onde: 1-sim 0-não"
COMPETEN,text,Ano e Mês de competência da informação (AAAAMM)
CONTRATE,text,Número do contrato/convênio estadual do vínculo com o SUS
CONTRATM,text,Número do contrato/convênio municipal do vínculo com o SUS
CPF_CNPJ,text,"CPF do estabelecimento, caso pessoa física ou CNPJ, caso pessoa jurídica"
def_atividad,text,Definição do código da atividade de ensino/pesquisa
def_av_acred,text,Definição da avaliação do estabelecimento segundo o Manual de Acreditação Hospitalar do MS
def_av_pnass,text,Definição da avaliação do estabelecimento segundo o Programa Nacional de Serviços de Saúde - PNASS
def_clasaval,text,Definição da classificação da avaliação do estabelecimento segundo o Manual de Acreditação Hospitalar do MS
def_clientel,text,Definição do código de FLUXO da clientela
def_cod_ir,text,Definição da indicação o tipo de retenção de tributos da mantenedora
def_competen,text,Ano e Mês de competência da informação (AAAA/MM)
def_esfera_a,text,Definição do código da esfera administrativa
def_natureza,text,Definição do código da natureza da organização
def_niv_dep,text,Definição do grau de dependência
def_niv_hier,text,Definição do código do nível de hierarquia
def_orgexped,text,Definição do órgão expedidor do alvará
def_pf_pj,text,Definição do indicador de pessoa
def_retencao,text,Definição do código de retenção de tributos
def_tp_prest,text,Definição de Tipo de Prestador
def_tp_unid,text,Definição do tipo de unidade (estabelecimento)
def_tpgestao,text,Definição da gestão de saúde
def_turno_at,text,Definição do código de turno de atendimento
DISTRADM,text,"Inicialmente chamado Distrito Administrativo, atualmente Código do Módulo Assistencial conforme tabela local, em conformidade com o Plano Diretor de Regionalização do Estado/Município."
DISTRSAN,text,Código do distrito sanitário
DT_ACRED,text,Ano e Mês da acreditação (AAAAMM)
DT_ATUAL,int8,Ano e Mês de competência da atualização da informação pelo estabelecimento (AAAAMM)
DT_EXPED,text,Ano e Mês de da expedição do alvará (AAAAMM)
DT_PNASS,text,Ano e Mês da Avaliação PNASS (AAAAMM)
DT_PUBLE,text,Ano e Mês de publicação do contrato /convênio estadual (AAAAMM)
DT_PUBLM,text,Ano e Mês de publicação do contrato /convênio municipal (AAAAMM)
ESFERA_A,text,Código da esfera administrativa: 01-Federal; 02-Estadual; 03-Municipal; 04-Privada; 99-Esfera não informada
GESPRG1E,int8,"Indicador se a gestão da atividade Atenção Básica do Nível de Atenção Ambulatorial é estadual, onde: 1-sim 0-não"
GESPRG1M,int8,"Indicador se a gestão da atividade Atenção Básica do Nível de Atenção Ambulatorial é municipal, onde: 1-sim 0-não"
GESPRG2E,int8,"Indicador se a gestão da atividade Média Complexidade do Nível de Atenção Ambulatorial é estadual, onde: 1-sim 0-não"
GESPRG2M,int8,"Indicador se a gestão da atividade Média Complexidade do Nível de Atenção Ambulatorial é municipal, onde: 1-sim 0-não"
GESPRG3E,int8,"Indicador se a gestão do programa cód. 03 é estadual, onde: 1-sim 0-não"
GESPRG3M,int8,"Indicador se a gestão do programa cód. 03 é municipal, onde: 1-sim 0-não"
GESPRG4E,int8,"Indicador se a gestão da atividade Alta Complexidade do Nível de Atenção Ambulatorial é estadual, onde: 1-sim 0-não"
GESPRG4M,int8,"Indicador se a gestão da atividade Alta Complexidade do Nível de Atenção Ambulatorial é municipal, onde: 1-sim 0-não"
GESPRG5E,int8,"Indicador se a gestão da atividade Média Complexidade do Nível de Atenção Hospitalar é estadual, onde: 1-sim 0-não"
GESPRG5M,int8,"Indicador se a gestão da atividade Média Complexidade do Nível de Atenção Hospitalar é municipal, onde: 1-sim 0-não"
GESPRG6E,int8,"Indicador se a gestão da atividade Alta Complexidade do Nível de Atenção Hospitalar é estadual, onde: 1-sim 0-não"
GESPRG6M,int8,"Indicador se a gestão da atividade Alta Complexidade do Nível de Atenção Hospitalar é municipal, onde: 1-sim 0-não"
LEITHOSP,int8,"Indica a existência de Leitos Hospitalares - Cirurgicos, Clínicos e Complementares, para este CNES, onde: 1-sim 0-não"
mes_competen,text,Mês de competência da informação
MICR_REG,text,Código da microrregião de saúde NOAS
mun_ALTITUDE,int8,"Altitude, em metros, da sede do Município do estabelecimento"
mun_AMAZONIA,text,Indica (S ou N) se o município do estabelecimento faz parte da Amazônia Legal (conforme IBGE)
mun_AREA,float8,"Área, em quilômetros quadrados, do Município do estabelecimento, segundo a Resolução 05, de 10/12/2002, do IBGE"
mun_CAPITAL,text,Indica (S ou N) se o município do estabelecimento é capital da UF
mun_codigo_adotado,int8,"Armazena o código atribuído ao município do estabelecimento, tratando os casos em que múltiplos códigos tenham sido utilizados para um mesmo município ao longo do tempo"
